Instance,Income
112261,406586.8417
112262,98132.9288
112263,31410.10963
112264,76309.04977
112265,12213.70042
112266,38210.24612
112267,57714.72281
112268,49475.01553
112269,412188.9682
112270,28389.42209
112271,74014.47525
112272,80143.84816
112273,193466.7047
112274,6020.879434
112275,170797.1052
112276,198865.5001
112277,76118.88534
112278,34209.54966
112279,27845.48785
112280,140736.9872
112281,67465.19672
112282,209463.026
112283,93191.66928
112284,60399.17724
112285,68900.70107
112286,35233.21
112287,45633.19582
112288,68050.72972
112289,267235.6013
112290,213049.6978
112291,34281.90159
112292,586561.7076
112293,39935.48274
112294,352187.3011
112295,31408.75468
112296,245035.6262
112297,64141.89418
112298,61961.02312
112299,44833.77263
112300,20841.38426
112301,34081.5846
112302,13797.13823
112303,34897.49814
112304,172644.8869
112305,27647.54519
112306,50185.40945
112307,51870.68334
112308,119384.77
112309,54818.86973
112310,38123.98455
112311,106229.2466
112312,38837.27107
112313,131738.5326
112314,30352.93752
112315,219420.7803
112316,52057.5923
112317,22703.83073
112318,27365.20593
112319,25568.27939
112320,842445.7957
112321,55183.96664
112322,20380.60774
112323,115349.677
112324,363336.2322
112325,218471.9137
112326,113436.382
112327,188549.6681
112328,112278.3406
112329,116987.7059
112330,356443.0625
112331,354414.2074
112332,219720.2604
112333,348610.3331
112334,215184.6793
112335,61218.06107
112336,34037.47186
112337,218700.3362
112338,328850.9454
112339,293953.1714
112340,46895.26338
112341,1051011.915
112342,19168.51302
112343,44884.20108
112344,30478.26787
112345,44885.31497
112346,75977.19487
112347,21977.2778
112348,21007.03438
112349,22541.0165
112350,93862.03891
112351,40644.90275
112352,44501.74701
112353,3115.637103
112354,105619.8837
112355,54725.50711
112356,60732.71503
112357,66675.65874
112358,86106.95039
112359,41062.58237
112360,17359.38173
112361,156350.7331
112362,67500.50184
112363,58503.86924
112364,17392.01174
112365,7749.628141
112366,14471.60287
112367,20466.41097
112368,67763.88677
112369,163449.8985
112370,30425.01057
112371,330301.4197
112372,114273.1678
112373,59495.06674
112374,12700.23197
112375,26542.71668
112376,106801.713
112377,112655.4936
112378,67211.76396
112379,101504.7131
112380,71917.1545
112381,71686.58751
112382,104141.1257
112383,35663.70755
112384,241289.1741
112385,11954.26495
112386,167900.8167
112387,42569.64504
112388,61601.11839
112389,26743.5537
112390,16436.06236
112391,23504.48976
112392,92939.89806
112393,60564.58022
112394,55117.67644
112395,20703.69935
112396,111490.1018
112397,45795.34031
112398,441474.2087
112399,94521.77547
112400,77634.79862
112401,136220.273
112402,634453.4129
112403,160602.7089
112404,97849.02895
112405,52574.87084
112406,25322.4114
112407,11835.9708
112408,21114.31661
112409,54520.06644
112410,20611.56833
112411,161575.0922
112412,107490.3242
112413,26077.47435
112414,57096.00045
112415,140318.3439
112416,69250.8781
112417,117919.1484
112418,53002.39922
112419,187153.5498
112420,50103.01926
112421,224297.2619
112422,88187.16965
112423,54982.89661
112424,10126.6565
112425,41099.63196
112426,97525.10669
112427,300647.321
112428,157924.9919
112429,19148.2315
112430,20524.3893
112431,158181.369
112432,35525.41703
112433,80751.31143
112434,44896.00314
112435,76730.00692
112436,49871.86522
112437,86637.59212
112438,91599.93003
112439,17176.11732
112440,259353.1281
112441,46470.16253
112442,298729.2031
112443,50078.64885
112444,31667.15031
112445,70712.74345
112446,472358.7003
112447,680866.392
112448,60546.64471
112449,76369.76841
112450,35472.04082
112451,121521.7486
112452,18233.3118
112453,29095.54218
112454,106439.6224
112455,631708.5083
112456,43110.68462
112457,171436.4356
112458,108141.7222
112459,49283.99694
112460,54175.36357
112461,445817.4106
112462,88776.79586
112463,47521.28509
112464,72892.37278
112465,141211.0114
112466,167420.1182
112467,47334.90046
112468,38540.34857
112469,61588.73242
112470,32498.09505
112471,52659.7931
112472,149031.4856
112473,69764.85471
112474,20664.19226
112475,68233.68018
112476,85731.98326
112477,37787.72529
112478,86002.48611
112479,11591.71068
112480,56464.86688
112481,162825.7703
112482,42615.03977
112483,254437.2953
112484,51813.18758
112485,118398.1798
112486,19658.4474
112487,23968.67752
112488,140383.6574
112489,49027.20452
112490,336082.8799
112491,84288.42578
112492,48423.77597
112493,326819.2257
112494,15913.89329
112495,5195.265277
112496,31182.70886
112497,224571.5078
112498,16803.17095
112499,57048.68357
112500,12048.94648
112501,61775.84143
112502,73795.1817
112503,51856.86787
112504,37519.39215
112505,28007.23229
112506,87084.10544
112507,82023.35213
112508,83153.62836
112509,15036.96934
112510,35731.55658
112511,117822.7806
112512,11255.6855
112513,55790.82158
112514,35390.47282
112515,90772.3888
112516,80943.36735
112517,18493.69555
112518,76858.69642
112519,23182.98461
112520,23056.30031
112521,164382.249
112522,54241.50928
112523,26931.55187
112524,81407.04065
112525,7597.421782
112526,14804.12784
112527,64984.87501
112528,47444.89461
112529,27574.17622
112530,84720.58305
112531,114362.8094
112532,153295.6926
112533,120766.2344
112534,215146.5345
112535,60893.17011
112536,108834.2114
112537,48332.59505
112538,14650.26087
112539,178294.4149
112540,29016.09023
112541,72993.48185
112542,275654.4038
112543,68139.95414
112544,218020.926
112545,33606.9356
112546,30086.18645
112547,122812.5874
112548,475144.6588
112549,81754.21292
112550,87201.05565
112551,13841.93241
112552,134028.1722
112553,47854.52053
112554,90320.99979
112555,23726.90561
112556,83099.35088
112557,51004.03888
112558,97895.81618
112559,33818.46254
112560,37857.64487
112561,200245.7442
112562,22201.12243
112563,142521.1855
112564,370641.1483
112565,146621.6244
112566,31858.35003
112567,45945.62295
112568,22260.29766
112569,110257.0325
112570,39943.60087
112571,132694.7999
112572,135075.3619
112573,27083.26056
112574,69259.81169
112575,75288.6617
112576,79141.3749
112577,310496.9805
112578,396821.1387
112579,98667.27049
112580,150294.4296
112581,56122.39532
112582,20722.95841
112583,11401.66479
112584,210622.5713
112585,27703.80754
112586,25250.96301
112587,155367.4702
112588,68925.20845
112589,188829.705
112590,15017.31495
112591,134397.1876
112592,31900.02422
112593,18683.77474
112594,33351.02276
112595,27920.42604
112596,76644.87172
112597,49354.17743
112598,40646.43007
112599,5221.242482
112600,26723.98803
112601,135763.6313
112602,26790.57942
112603,72315.95644
112604,138319.6548
112605,23689.69911
112606,49820.25115
112607,49567.439
112608,79197.86433
112609,171041.4767
112610,74507.16992
112611,158860.1725
112612,161442.0127
112613,107865.0322
112614,165266.5548
112615,67731.01529
112616,84799.97128
112617,73643.70217
112618,350167.8078
112619,40149.00157
112620,27297.68689
112621,25225.13424
112622,115305.8361
112623,58122.50694
112624,50255.91991
112625,49139.82561
112626,125487.7953
112627,39119.04929
112628,45662.78681
112629,52150.00679
112630,56868.81451
112631,64826.10101
112632,177005.2164
112633,118287.9208
112634,35040.08446
112635,46994.91694
112636,76650.86129
112637,213351.3312
112638,24697.65444
112639,55475.80789
112640,30988.17134
112641,29410.98437
112642,243474.9913
112643,33516.16432
112644,93506.24518
112645,62607.72023
112646,11242.59135
112647,33464.27152
112648,59789.00285
112649,41300.30845
112650,15015.0642
112651,48273.54924
112652,24698.52936
112653,37807.4156
112654,36869.15709
112655,29425.11593
112656,13233.81881
112657,311107.222
112658,639333.4338
112659,130617.0533
112660,51805.09113
112661,206236.2114
112662,88673.94426
112663,90489.37811
112664,234249.5599
112665,501097.2294
112666,91469.88151
112667,23052.34663
112668,45443.86039
112669,103275.2916
112670,6978.764887
112671,262934.3981
112672,110798.2102
112673,53753.30487
112674,33277.49506
112675,48447.95574
112676,35909.65371
112677,37090.99377
112678,13650.27869
112679,96486.29379
112680,115229.9892
112681,23661.65568
112682,109485.9842
112683,16759.7616
112684,302126.8462
112685,39724.52522
112686,35734.37091
112687,19919.54137
112688,30681.92941
112689,101304.0354
112690,28852.07177
112691,56009.97035
112692,35945.52859
112693,117018.2413
112694,36690.60396
112695,151430.373
112696,179438.4956
112697,118863.2367
112698,70957.67458
112699,281429.6847
112700,239282.2019
112701,361321.9234
112702,139003.6441
112703,51010.17729
112704,50211.0683
112705,231243.2939
112706,66893.31298
112707,34721.93325
112708,118093.8551
112709,128035.8301
112710,64755.7224
112711,89236.15009
112712,20872.95387
112713,45446.40072
112714,106688.9386
112715,100507.9172
112716,33306.07944
112717,16550.70328
112718,86304.52187
112719,37130.9451
112720,27029.01382
112721,38268.48774
112722,43793.665
112723,30595.23711
112724,76933.26691
112725,61429.89038
112726,14255.2408
112727,64331.40173
112728,148798.511
112729,58845.80421
112730,39357.38529
112731,72688.7124
112732,16787.43341
112733,69013.77747
112734,181539.7134
112735,17243.04742
112736,58652.80732
112737,74397.43798
112738,372239.4289
112739,29663.81102
112740,67883.12957
112741,14578.46098
112742,18222.88867
112743,35975.04983
112744,114285.0616
112745,152579.7255
112746,37282.08901
112747,85452.95881
112748,337186.3917
112749,70578.65768
112750,5333.03552
112751,445517.9895
112752,51895.95887
112753,21495.42312
112754,100689.8318
112755,33268.85342
112756,62795.10582
112757,70057.61284
112758,17300.61148
112759,7092.437347
112760,37468.3511
112761,93701.45625
112762,296896.0948
112763,37119.36302
112764,141766.969
112765,26671.00808
112766,76179.64082
112767,825495.6696
112768,16230.52482
112769,91985.15969
112770,39146.06513
112771,59715.01783
112772,15533.28197
112773,90055.68028
112774,20866.84531
112775,64243.20674
112776,32100.41047
112777,33851.91244
112778,635566.2784
112779,183824.3963
112780,168729.3201
112781,81906.37099
112782,38043.71414
112783,51998.58236
112784,58384.85919
112785,15167.73501
112786,83014.92769
112787,35364.56609
112788,33622.12355
112789,68683.98593
112790,153930.7816
112791,151747.5316
112792,8319.189719
112793,78679.43024
112794,524504.497
112795,33655.49691
112796,45266.54078
112797,56352.22346
112798,68107.62971
112799,107620.5396
112800,38131.33472
112801,12646.2075
112802,187471.3519
112803,444666.2983
112804,29197.98707
112805,61881.40427
112806,23173.98814
112807,21998.49277
112808,288973.5519
112809,41441.3332
112810,157580.251
112811,147252.6154
112812,85645.17607
112813,199512.4445
112814,49728.09218
112815,47405.07316
112816,32475.16022
112817,75577.83647
112818,51462.87791
112819,72979.28679
112820,358776.3335
112821,27244.61318
112822,38440.77608
112823,72636.17696
112824,29697.54159
112825,26779.10123
112826,81285.42157
112827,39289.64802
112828,70966.75355
112829,29842.42091
112830,71400.40856
112831,82630.48702
112832,60684.07852
112833,135506.0871
112834,47017.64979
112835,147088.4846
112836,42956.2802
112837,119676.6831
112838,432962.238
112839,66684.70334
112840,116361.9652
112841,85000.89213
112842,205707.1081
112843,75376.18307
112844,28005.90533
112845,51832.49567
112846,283114.6513
112847,58869.17406
112848,174920.4395
112849,132685.3594
112850,180679.7829
112851,174421.1473
112852,26681.46313
112853,237788.0303
112854,47843.91684
112855,388793.9147
112856,40648.36053
112857,20339.56971
112858,39991.95621
112859,133653.1823
112860,40823.46986
112861,184820.7071
112862,12411.47619
112863,79577.8506
112864,159306.2212
112865,6937.95866
112866,243280.075
112867,24025.15655
112868,32341.02047
112869,106672.9688
112870,81115.05204
112871,149630.4619
112872,37358.73143
112873,174003.3657
112874,106324.4573
112875,73954.3919
112876,213121.199
112877,47183.83597
112878,373517.8998
112879,369724.9522
112880,60798.35408
112881,39990.12747
112882,395326.5259
112883,40741.28748
112884,31513.89058
112885,47960.53782
112886,82642.54427
112887,18686.69426
112888,97791.59405
112889,85783.69511
112890,149725.9291
112891,110058.3326
112892,57877.23208
112893,38182.12197
112894,298254.2614
112895,23304.06872
112896,43706.05518
112897,87825.1551
112898,156725.8842
112899,26711.95572
112900,55938.4945
112901,54548.72479
112902,26996.90655
112903,171830.4454
112904,203751.5029
112905,47752.32372
112906,45848.48294
112907,5658.913349
112908,4896.009996
112909,473506.029
112910,107660.8148
112911,60469.90277
112912,22176.27846
112913,82216.79772
112914,13255.67384
112915,198173.5679
112916,303143.6635
112917,68704.6492
112918,75198.90513
112919,47719.48331
112920,32594.88645
112921,21548.62073
112922,174485.0074
112923,108440.6865
112924,68907.26398
112925,146142.2349
112926,12329.80551
112927,14369.24366
112928,31560.94902
112929,78897.48997
112930,525892.6411
112931,65035.92913
112932,182397.7563
112933,14058.71848
112934,67322.80828
112935,69921.21795
112936,108558.0489
112937,495038.9565
112938,58276.29212
112939,20894.7291
112940,47790.35092
112941,415772.7913
112942,25655.35511
112943,271249.2276
112944,43850.99754
112945,127270.691
112946,53276.81763
112947,30425.06308
112948,48017.3439
112949,48531.21128
112950,151124.4123
112951,45484.89586
112952,22058.5202
112953,39013.39823
112954,71465.95776
112955,23735.02002
112956,21376.98257
112957,11208.98496
112958,691317.2156
112959,44834.73609
112960,39921.75925
112961,270217.6909
112962,71872.87202
112963,88670.05329
112964,49486.54456
112965,42379.44606
112966,537035.2962
112967,38975.08633
112968,17617.60807
112969,77222.25087
112970,37130.34093
112971,64439.59249
112972,166520.1697
112973,47478.52444
112974,70303.56048
112975,36837.25797
112976,33930.31401
112977,12888.84009
112978,90884.40481
112979,277703.6664
112980,668070.0704
112981,52975.79202
112982,41303.8082
112983,111401.606
112984,24022.51818
112985,15827.48699
112986,29086.10416
112987,27465.2197
112988,30873.30803
112989,59839.78275
112990,61695.65075
112991,25795.55577
112992,11965.11759
112993,94697.57875
112994,6729.074589
112995,173670.766
112996,26328.11285
112997,373370.1463
112998,46923.57519
112999,51970.13721
113000,20772.55617
113001,30512.6723
113002,22487.65069
113003,83661.39374
113004,124879.9199
113005,17226.45443
113006,47022.41294
113007,25663.20544
113008,17223.31113
113009,26361.73868
113010,34937.0592
113011,30509.77151
113012,20864.93106
113013,48190.31278
113014,94950.61383
113015,184312.9868
113016,318888.3755
113017,76584.22593
113018,49348.92455
113019,143303.1946
113020,47921.25435
113021,41542.39225
113022,59280.20333
113023,64432.97335
113024,57948.25207
113025,12088.50254
113026,12854.56058
113027,39073.27853
113028,29083.24597
113029,161784.3094
113030,55415.71194
113031,56496.55562
113032,12283.62447
113033,96939.98011
113034,35660.79325
113035,38845.10862
113036,174983.5289
113037,87113.61393
113038,78140.22776
113039,76325.51839
113040,36619.73907
113041,21388.8018
113042,198921.0666
113043,31647.87749
113044,286055.5483
113045,738466.4974
113046,40309.0969
113047,17500.61574
113048,27179.00688
113049,124943.7694
113050,121323.5842
113051,130419.6646
113052,12270.65708
113053,82571.72996
113054,44959.20095
113055,38731.29484
113056,71143.18405
113057,23049.67403
113058,22090.18818
113059,61200.28967
113060,57450.88278
113061,43768.92865
113062,59154.72895
113063,229129.1841
113064,90395.17775
113065,56859.6645
113066,17585.4376
113067,71920.11383
113068,87565.40068
113069,11264.97695
113070,98872.92893
113071,178918.7306
113072,30165.43755
113073,285152.8979
113074,163203.7092
113075,35448.81368
113076,100313.4655
113077,42213.81038
113078,43065.38647
113079,57287.50668
113080,61901.3928
113081,97500.62077
113082,27312.33638
113083,53286.36606
113084,77068.04129
113085,21557.73106
113086,210096.4492
113087,504199.3153
113088,39754.22895
113089,210464.7582
113090,19899.744
113091,51774.20176
113092,90872.64795
113093,48005.03436
113094,146055.8666
113095,172237.8814
113096,39349.9452
113097,38260.2356
113098,219214.9589
113099,10422.22992
113100,41681.62802
113101,328457.8629
113102,259788.368
113103,45452.63738
113104,27695.60816
113105,16649.89783
113106,136872.2801
113107,90434.82291
113108,131106.3064
113109,19895.00829
113110,67175.85944
113111,132205.8671
113112,75424.92357
113113,105118.4353
113114,29243.94186
113115,69407.02672
113116,72366.73803
113117,181103.1659
113118,7062.832475
113119,197416.6872
113120,80400.75621
113121,53691.65495
113122,136444.682
113123,429019.6346
113124,23414.22132
113125,135866.1361
113126,111265.0707
113127,72754.13402
113128,18882.62333
113129,183908.3549
113130,132360.8253
113131,52996.88002
113132,114824.4082
113133,105597.5959
113134,389380.4327
113135,92132.68755
113136,102861.4009
113137,28110.6497
113138,78524.57498
113139,124718.9206
113140,142728.4796
113141,79265.2254
113142,13636.50621
113143,56908.64463
113144,186928.2821
113145,95894.78813
113146,62541.06857
113147,22668.69642
113148,179519.5797
113149,53088.66823
113150,26921.95041
113151,52959.34631
113152,47036.77117
113153,176330.5311
113154,101101.8427
113155,47345.14011
113156,650689.3033
113157,182435.9228
113158,38904.61525
113159,196203.8572
113160,20505.1118
113161,164129.6468
113162,85516.58295
113163,29205.37325
113164,51124.6387
113165,260022.3583
113166,23846.86225
113167,123537.2961
113168,36299.97469
113169,44586.80676
113170,226369.0416
113171,62969.15202
113172,97152.19661
113173,16001.07727
113174,97108.97859
113175,56317.18877
113176,93065.55688
113177,87194.80075
113178,37603.81854
113179,14787.57376
113180,27140.4242
113181,59482.70005
113182,24886.26118
113183,25077.10929
113184,47984.83844
113185,93831.08233
113186,94260.83967
113187,191286.056
113188,19712.90329
113189,161720.6794
113190,38922.41032
113191,19373.06276
113192,27594.15663
113193,118770.1253
113194,53765.21484
113195,203613.04
113196,34933.87439
113197,670431.3165
113198,97569.12899
113199,52370.40518
113200,36689.24703
113201,40878.35057
113202,18321.34787
113203,24025.58141
113204,105527.2345
113205,642036.7282
113206,94313.66455
113207,28589.59719
113208,203492.7836
113209,122273.6434
113210,108885.5848
113211,23018.38438
113212,77262.98577
113213,63510.08895
113214,39990.45158
113215,77516.87266
113216,71109.66281
113217,20056.06505
113218,45630.26591
113219,9204.50844
113220,153622.3579
113221,14212.02036
113222,16525.45731
113223,133951.8037
113224,30342.89203
113225,80819.10573
113226,30158.3986
113227,64261.30367
113228,36444.26947
113229,14602.14602
113230,39514.8495
113231,30302.29949
113232,288266.4396
113233,48284.82234
113234,39357.5522
113235,192313.5571
113236,61517.41722
113237,198203.7116
113238,82925.76201
113239,32242.52252
113240,77796.58271
113241,116018.5096
113242,110230.4365
113243,82954.8204
113244,50808.80442
113245,87003.26465
113246,76156.99319
113247,64772.06873
113248,81076.43283
113249,92140.31299
113250,312153.9984
113251,66501.12329
113252,38434.53059
113253,12306.51373
113254,71770.17465
113255,200996.6558
113256,29694.52941
113257,138700.2472
113258,34186.65272
113259,26242.36878
113260,82317.11393
113261,22121.72943
113262,66824.60063
113263,593510.9139
113264,10220.11838
113265,66031.693
113266,117790.6323
113267,89436.26366
113268,248542.9657
113269,35497.95612
113270,29771.27815
113271,258124.9562
113272,32743.33705
113273,64971.08183
113274,153305.8508
113275,20531.81517
113276,12300.72337
113277,7057.228385
113278,458049.2097
113279,76484.13588
113280,82025.91087
113281,176341.463
113282,37387.60974
113283,61365.30234
113284,380216.6899
113285,28995.98141
113286,54212.92895
113287,137328.9433
113288,68283.68015
113289,80694.29768
113290,39829.36696
113291,38323.56887
113292,265842.0567
113293,11121.42427
113294,30089.13114
113295,384441.371
113296,30657.33198
113297,36466.07511
113298,74802.17611
113299,51404.33429
113300,55472.37758
113301,23951.85897
113302,114961.3028
113303,59395.74761
113304,149993.5681
113305,48919.78509
113306,27313.51427
113307,144990.7763
113308,57966.67685
113309,60334.62671
113310,18464.81828
113311,60168.32803
113312,42039.19957
113313,148986.3936
113314,19286.87304
113315,115948.3876
113316,45847.56133
113317,86927.0695
113318,27659.23563
113319,26890.96898
113320,87768.70364
113321,29033.99747
113322,41033.44057
113323,48264.03506
113324,8328.16838
113325,18281.16142
113326,30412.92243
113327,45107.09319
113328,18706.59468
113329,291001.8295
113330,166980.0713
113331,15524.42571
113332,48617.74283
113333,174814.5172
113334,32904.1786
113335,8687.939041
113336,135203.1446
113337,7762.560058
113338,82503.11996
113339,32422.11072
113340,65430.08959
113341,126927.6065
113342,73625.16637
113343,21373.26148
113344,16856.95212
113345,17661.08895
113346,60129.83224
113347,82882.57835
113348,104476.7457
113349,40885.04141
113350,34734.95656
113351,151970.7136
113352,31499.14573
113353,97009.63012
113354,31499.01084
113355,206935.4385
113356,83140.05069
113357,9023.612521
113358,108785.9157
113359,9877.176747
113360,157419.9441
113361,179270.318
113362,204671.2942
113363,77749.25605
113364,58766.6151
113365,97667.54173
113366,33019.52771
113367,67361.08223
113368,28939.3238
113369,95411.09024
113370,32138.12129
113371,131100.62
113372,36081.77428
113373,105042.4295
113374,257332.1658
113375,112340.5642
113376,87477.30474
113377,32388.04548
113378,130566.1769
113379,183752.7416
113380,32735.08632
113381,145492.4901
113382,253298.7753
113383,36223.08327
113384,236158.2941
113385,236829.4195
113386,40283.38848
113387,149731.3601
113388,60946.00468
113389,33312.71384
113390,115790.7214
113391,30306.91454
113392,21930.38316
113393,66787.23413
113394,25775.65376
113395,51198.17985
113396,12802.72829
113397,33577.8162
113398,24426.0937
113399,58382.68702
113400,345354.3081
113401,26986.91427
113402,326023.0595
113403,225291.2899
113404,23030.09452
113405,52399.1014
113406,20673.62598
113407,154406.5054
113408,141729.2022
113409,77567.80679
113410,10047.2262
113411,55580.27494
113412,65414.39827
113413,522692.8737
113414,52890.78557
113415,15860.53613
113416,86256.88961
113417,696892.9448
113418,374045.1941
113419,40025.97584
113420,30771.52293
113421,33568.88596
113422,129229.3175
113423,57952.443
113424,50171.98664
113425,44500.00003
113426,119212.258
113427,132562.8263
113428,151339.1033
113429,148821.0757
113430,193073.0826
113431,105089.5554
113432,48256.20524
113433,40898.08208
113434,13010.27691
113435,27700.03062
113436,94826.69097
113437,31353.52254
113438,31177.865
113439,95498.74682
113440,117302.2802
113441,20888.2379
113442,151923.3182
113443,181440.2879
113444,138515.6066
113445,81582.20681
113446,18889.82805
113447,33520.365
113448,30539.11464
113449,99044.98849
113450,130043.4882
113451,42177.63137
113452,153469.0269
113453,172275.8141
113454,252043.7886
113455,48131.55462
113456,38570.54356
113457,50374.00022
113458,97350.04511
113459,46133.41317
113460,42902.40974
113461,5872.796021
113462,31880.48157
113463,20235.54155
113464,89280.38597
113465,3799.464984
113466,29088.9809
113467,34469.5925
113468,126417.7899
113469,28584.59996
113470,49384.06669
113471,27466.46226
113472,671232.5859
113473,197652.4646
113474,83267.9143
113475,43678.67754
113476,41717.10498
113477,108598.214
113478,363967.3722
113479,161067.3085
113480,141515.0203
113481,314869.7514
113482,49623.03964
113483,21385.21299
113484,69001.4218
113485,98855.38476
113486,13386.84542
113487,89505.92872
113488,26084.40476
113489,62797.95253
113490,91814.49699
113491,239486.1181
113492,31859.37805
113493,106785.5438
113494,34769.09617
113495,115882.4151
113496,46263.16771
113497,140111.0089
113498,48166.51702
113499,32144.29802
113500,77378.88957
113501,42744.25408
113502,245172.278
113503,43061.71216
113504,217210.4434
113505,13548.67654
113506,8840.001123
113507,128184.0352
113508,191174.2804
113509,30566.58034
113510,211357.3225
113511,122659.8187
113512,36689.13585
113513,38887.01383
113514,86615.67864
113515,28219.93902
113516,406088.6638
113517,10583.40837
113518,46850.82103
113519,173598.8163
113520,296182.455
113521,196288.5326
113522,33484.43737
113523,56063.94989
113524,87847.51796
113525,73080.04252
113526,42459.18074
113527,64038.60014
113528,54042.99721
113529,45776.70237
113530,79214.79846
113531,125759.5618
113532,43309.62873
113533,156058.0406
113534,362315.0771
113535,69064.42009
113536,45252.69233
113537,88299.23494
113538,67055.4987
113539,34263.82085
113540,83170.6464
113541,29614.48521
113542,369611.1912
113543,6386.678713
113544,79372.4349
113545,127650.2389
113546,164142.705
113547,31603.42133
113548,16816.07505
113549,44406.589
113550,37159.33912
113551,30004.89309
113552,62494.75693
