Instance,Income
112206,110818.45181104368
112207,308511.47785472096
112208,65512.213581302254
112209,459661.7310173021
112210,61256.29516499524
112211,229823.73043621436
112212,67584.16676424693
112213,19287.533022980548
112214,244542.8551406463
112215,58104.18208176464
112216,127103.9420995912
112217,46090.79855309431
112218,51488.791010747584
112219,392882.64940437436
112220,35289.385790418986
112221,6270.3594366308025
112222,37308.648636758946
112223,57693.57994199765
112224,106751.56988349269
112225,15288.713582213994
112226,74585.10192627192
112227,64724.60968837522
112228,114043.77662523139
112229,54180.941237432206
112230,207177.53513084102
112231,8237.86719450695
112232,71146.62986023337
112233,22967.148633672983
112234,52417.19088098083
112235,24024.487326466704
112236,91280.80138365398
112237,314349.0531311643
112238,50657.878600161566
112239,19930.46739340641
112240,17349.752280910117
112241,15144.526603084163
112242,48891.16912561871
112243,68412.39006982514
112244,199789.93142826733
112245,96823.54397960941
112246,33396.251081008
112247,389890.01399593597
112248,90897.0962486335
112249,11753.852000105844
112250,40659.626441215354
112251,53243.16685706183
112252,56517.45380059735
112253,24272.757891614317
112254,285524.69349377934
112255,42134.80202833138
112256,34701.375561672525
112257,32917.786103856386
112258,547008.8398558914
112259,169595.41974579464
112260,133625.12536694374
112261,406378.5523149258
112262,100605.6167879379
112263,26591.774936590096
112264,56439.20405745554
112265,12330.374717458992
112266,40193.699222790805
112267,57597.82907189823
112268,46279.71568274656
112269,385342.66785900027
112270,17228.336227060245
112271,79311.56176399728
112272,94183.57412008363
112273,155713.60307322306
112274,4892.366233051258
112275,193480.89254446334
112276,248771.9056043229
112277,64958.826870201294
112278,22640.12687619061
112279,21957.483064646338
112280,145540.68022048168
112281,70379.96572355943
112282,218649.11013636668
112283,105825.42956616708
112284,71509.48435479589
112285,67335.10322079908
112286,40851.91535572647
112287,51810.26728858701
112288,82984.98232421256
112289,267991.5654315433
112290,205010.30893152163
112291,31158.534223947983
112292,678391.4818903295
112293,19637.945266634026
112294,340217.2375521753
112295,31997.76949981198
112296,260761.18122463356
112297,72752.29817574806
112298,54231.88294090265
112299,39932.266956900945
112300,15083.909844359961
112301,29874.72020681018
112302,16574.964017101585
112303,31277.43200546992
112304,183533.7896660396
112305,29697.89643180214
112306,56488.203184297185
112307,47789.06800788785
112308,106153.93894372015
112309,62206.51184987005
112310,45999.42417299687
112311,100261.54981022167
112312,50905.42207580752
112313,129722.88849285361
112314,27095.692256483057
112315,252136.32986294138
112316,45473.386924755825
112317,21879.67987515739
112318,27710.414033253262
112319,25336.999182575295
112320,910284.6989914437
112321,56677.077456873005
112322,17146.16250603939
112323,121608.53243667744
112324,421114.7026410716
112325,247460.9961383215
112326,124302.20165600118
112327,166060.21984660128
112328,116853.98079739588
112329,112541.65336748688
112330,298487.4720006744
112331,368240.3141164729
112332,178386.5620706896
112333,339464.5241781528
112334,203439.95892517173
112335,59861.25978733521
112336,31551.97836276792
112337,258343.697220096
112338,320346.07536163245
112339,245941.0586433359
112340,49086.564769288634
112341,990429.7204331954
112342,28218.203523639844
112343,52476.97237297273
112344,23740.01674651154
112345,42809.87672911348
112346,80929.11743321361
112347,2448.3200705665527
112348,17976.946917322337
112349,17609.6906712787
112350,91614.30323688283
112351,35277.29077405151
112352,40745.85646949707
112353,-8710.817724041031
112354,123093.24853131258
112355,39868.21328055615
112356,53319.38542132124
112357,71262.29242477243
112358,84512.39919423107
112359,44518.229879284576
112360,17642.217842454716
112361,141501.43571812427
112362,65585.78019316176
112363,42280.62260972182
112364,21556.983148906944
112365,-4319.262099674619
112366,21518.521668626927
112367,19500.377092871287
112368,48483.36391284246
112369,174273.81739690548
112370,32013.584214120943
112371,378716.67692243826
112372,118275.18524748021
112373,54852.30559053259
112374,14617.206663592237
112375,18770.5948933674
112376,97173.01098496637
112377,116965.87185804363
112378,62529.65588847062
112379,85395.71382471624
112380,57251.913128258966
112381,58283.57576586298
112382,109380.95504712623
112383,28919.197414604438
112384,247821.08772518975
112385,9160.312044254595
112386,148760.24564489894
112387,57969.86800964565
112388,52412.18341495349
112389,25668.016271841094
112390,26196.575979460657
112391,6937.913842877381
112392,105817.73314211515
112393,54281.91996697025
112394,61583.32635249051
112395,15428.814425729362
112396,77707.03238878427
112397,51863.610767323305
112398,584338.0317760519
112399,107341.1818354385
112400,79837.43913628446
112401,109385.578003758
112402,709694.6221358464
112403,174648.83800053335
112404,97876.93526315024
112405,66505.13560663899
112406,22911.70285593832
112407,12378.18374579684
112408,19480.052162295313
112409,59013.55958608847
112410,26300.886173150193
112411,142334.78529642159
112412,112597.13660492176
112413,19910.06471247799
112414,65065.89509966123
112415,149632.50958953786
112416,80230.52724402092
112417,117264.63521835115
112418,57345.232137935855
112419,192262.80348855624
112420,54400.25626153203
112421,234843.79382441708
112422,95055.70533126438
112423,48389.10841995379
112424,391.93515440936966
112425,45247.57742821669
112426,92132.92897809623
112427,333977.6623331297
112428,157273.0404167268
112429,12009.731142780138
112430,23731.00369915517
112431,147995.68853315606
112432,31614.5059894206
112433,96620.0962931879
112434,34931.94207693699
112435,77569.23733021587
112436,34097.34091629339
112437,74472.72693232443
112438,84358.35265780077
112439,15741.970526096127
112440,282996.23984953546
112441,38727.45210111125
112442,317260.8058452804
112443,44543.44831530938
112444,17101.487586804644
112445,75079.39707936076
112446,510078.60611801175
112447,673094.8531134771
112448,81462.85332803683
112449,92798.78843985993
112450,34742.33944827677
112451,126687.4608360585
112452,9385.222848275476
112453,42032.73561837361
112454,108504.2812284856
112455,624664.8708822017
112456,48304.52891395281
112457,189550.92027449163
112458,120777.71747148664
112459,44027.86546343516
112460,54026.70404428686
112461,474277.2251935998
112462,92380.86675290813
112463,47628.17710117965
112464,66060.84286233799
112465,164207.95148890273
112466,131755.64231201395
112467,49728.07377767613
112468,36226.52015750701
112469,58732.26102505785
112470,21262.732747314927
112471,53507.44286517321
112472,187994.9664696203
112473,83861.86740387235
112474,12337.056929287926
112475,72372.04422534833
112476,86756.31097369654
112477,24539.68655169414
112478,76902.1766906699
112479,10197.597919310343
112480,64097.70261326416
112481,153441.44275523184
112482,45810.80372549668
112483,287775.72530564474
112484,56139.64973460015
112485,89003.74216054998
112486,18567.30878356036
112487,22146.44003218765
112488,117035.29020780989
112489,46470.810411955594
112490,314984.6851365754
112491,76896.38331834822
112492,55833.12702543904
112493,343581.9175162247
112494,12121.51466415991
112495,5614.834119062347
112496,17828.623237377014
112497,228726.69710678086
112498,19743.07578449071
112499,56553.22102907385
112500,12814.528848275608
112501,68565.27266238202
112502,79078.70126052656
112503,45487.0922686329
112504,32994.76996866708
112505,26963.339278844374
112506,83566.69939050952
112507,88104.52158851549
112508,94813.37693029888
112509,9675.617107561107
112510,46008.453258240275
112511,139146.26727501475
112512,4133.646323523902
112513,60004.807125384825
112514,37387.7381482549
112515,99632.56485389137
112516,80608.39802434218
112517,5489.406145980243
112518,86766.2436720127
112519,18376.13402026743
112520,25374.10070342523
112521,179317.42804753946
112522,50871.25247710031
112523,31211.439777959567
112524,85823.07405469407
112525,-651.0607698655567
112526,24649.290274895695
112527,49702.29698276746
112528,23201.631257888886
112529,15792.333282454469
112530,77316.85187303429
112531,127503.55083895037
112532,177606.19721665094
112533,125074.36988972011
112534,224342.98992999113
112535,47936.12916661317
112536,115597.89878077662
112537,41264.247595548055
112538,12037.830215851482
112539,141758.1860894234
112540,21457.580614817332
112541,73808.01946520626
112542,242991.35089332698
112543,76794.14124576948
112544,263253.5367670261
112545,38829.440543062374
112546,35859.46767664244
112547,118497.60230949789
112548,614867.2339236756
112549,85862.50813271609
112550,78770.89214394303
112551,4524.597040761797
112552,136058.57406804003
112553,51512.73669561941
112554,98178.27905205068
112555,26932.760945220303
112556,90678.39790067355
112557,58197.810434768246
112558,107460.81228208274
112559,30724.122391084704
112560,13239.784159326415
112561,197006.95046809985
112562,26329.304949361274
112563,152004.92135898944
112564,363994.53550690046
112565,164032.09694088137
112566,40197.109395878935
112567,40967.692605171134
112568,21146.827413532083
112569,111180.90828519061
112570,40288.35564719943
112571,144024.73638928053
112572,166985.28092579936
112573,23700.85387952061
112574,66865.23001078825
112575,93969.77965072359
112576,77352.19843938819
112577,313580.7485475035
112578,361935.2876363206
112579,84138.74119961914
112580,129797.40559789108
112581,53672.326311857876
112582,27814.392321197593
112583,5963.894436370352
112584,212814.38184322164
112585,28381.276844048964
112586,29479.32083082088
112587,143982.0472401074
112588,89459.72146819787
112589,205013.30255917285
112590,8101.867420704197
112591,136088.79013919126
112592,32486.92170151206
112593,16215.590163256395
112594,31590.589339481638
112595,23256.126641535342
112596,78500.52753252698
112597,53267.21048046929
112598,44286.65556157321
112599,-1140.1721221808104
112600,19306.075550700152
112601,149483.29117957345
112602,33930.41054391757
112603,76928.04453075702
112604,175021.54451894306
112605,22832.35027621163
112606,58119.50016252105
112607,52831.515421659795
112608,68195.05690894568
112609,195278.48410513252
112610,68940.7843591085
112611,201740.95078840567
112612,187254.08858904048
112613,108833.08922299343
112614,210022.08153937102
112615,77008.59043915418
112616,122203.85563338548
112617,74562.18125850338
112618,314395.51300881454
112619,39427.7758879775
112620,25667.071288485742
112621,22655.2736060796
112622,116292.45686826894
112623,60944.73709503594
112624,37006.140021545325
112625,42830.471360470285
112626,127621.06135235248
112627,36078.28719598874
112628,52324.00073570214
112629,47656.075654516724
112630,54642.80446511926
112631,76753.95907510852
112632,169861.71646004452
112633,128764.55206770336
112634,1991.8913827198787
112635,52998.93012585422
112636,79190.31421513011
112637,203266.6800015662
112638,20478.409979223907
112639,47348.964208525234
112640,31184.23999425188
112641,28014.41993656009
112642,262836.9688079859
112643,31647.324234126932
112644,105948.48895489474
112645,60544.42688325813
112646,897.6084117880166
112647,37104.96034783432
112648,70851.12616779245
112649,24724.36869184393
112650,1425.0400974553077
112651,47205.01274075699
112652,22667.264329061654
112653,35268.7640266858
112654,37890.207701234525
112655,21732.388009434264
112656,15983.981244277124
112657,299758.55385252036
112658,686902.8116324655
112659,120936.63481568628
112660,46587.32989250735
112661,192936.17291803582
112662,97195.13618118616
112663,104127.536239389
112664,243273.50354720082
112665,458884.5738798442
112666,100419.90286072495
112667,20516.40929401217
112668,59493.922827885894
112669,112309.66215595402
112670,2987.67821748254
112671,224385.4812463749
112672,95859.50964454608
112673,55485.50184804751
112674,30007.25426085821
112675,49823.70150910086
112676,39336.0446996878
112677,36231.666905070924
112678,13353.634281638117
112679,88120.88192326977
112680,111052.85063883773
112681,28805.765200731545
112682,108500.891331126
112683,4902.488352501461
112684,284946.59392550756
112685,37031.32999682924
112686,32502.719107781813
112687,26237.145551625083
112688,26630.431964431456
112689,106398.97178700673
112690,39453.11142031226
112691,49209.80403051288
112692,42154.080917800144
112693,122370.27825907854
112694,38127.87163276273
112695,147526.91660325282
112696,192062.83775296184
112697,111094.08206380767
112698,85916.11912739534
112699,318529.79157411045
112700,258966.379527255
112701,385205.4058126116
112702,134985.46825146163
112703,38403.84875361415
112704,54819.33605016403
112705,200208.48138255675
112706,73668.72630726085
112707,29489.606306936446
112708,120307.9663307232
112709,148528.49187269597
112710,67070.36658998244
112711,93850.40056780938
112712,8449.79752596223
112713,55933.710813720754
112714,119759.40359744706
112715,102846.37835190204
112716,32732.108276150506
112717,13957.050590460078
112718,98731.38323203374
112719,44424.255941704505
112720,18588.783260807282
112721,33783.67367834893
112722,46982.85648708602
112723,32762.62211305799
112724,86185.28213359599
112725,66303.08719118858
112726,7765.684501890575
112727,61219.09115196162
112728,142710.5685510226
112729,66876.63253892967
112730,33291.01457293038
112731,55875.625558536216
112732,13788.54900174056
112733,73420.91437710384
112734,176715.79142269114
112735,9825.370654922555
112736,54658.646668754285
112737,58208.57833421852
112738,403098.52475026075
112739,34721.72550805258
112740,81484.02529697212
112741,8592.399736590578
112742,9500.424243424639
112743,40237.276530988005
112744,115983.33926348704
112745,160610.2075576603
112746,41128.811612652695
112747,70850.49889053582
112748,255040.46921680652
112749,57529.29738688709
112750,-2488.089220869528
112751,507668.46926521906
112752,56287.28820846627
112753,28240.88456257795
112754,83833.78605933287
112755,35672.82481368486
112756,60631.76685794839
112757,89121.86335353802
112758,5270.657737636287
112759,4560.102744559119
112760,23193.234671544415
112761,89293.06151803215
112762,318654.9193240251
112763,22989.155156856334
112764,167944.61527275472
112765,29633.70018632328
112766,90137.54418403434
112767,852885.3578768973
112768,20688.663755636022
112769,92326.91831930036
112770,45166.85588898245
112771,58979.251827567605
112772,14497.577385695675
112773,94611.38445511038
112774,18550.47122360007
112775,65944.71220368282
112776,27732.790631532906
112777,16831.94094726597
112778,696431.7488888827
112779,194434.41872661843
112780,160982.73621510292
112781,99420.37117198887
112782,31428.743078603744
112783,54144.9966251878
112784,35233.59679819813
112785,9631.368677453867
112786,96639.08489374968
112787,39423.45138446054
112788,29732.171598329973
112789,74548.21274369117
112790,124376.57386879437
112791,140745.08608081116
112792,11142.503511829806
112793,71870.06620212024
112794,491368.15372912487
112795,25914.116681255015
112796,44486.58463522719
112797,49048.72938122883
112798,75989.46741795748
112799,131586.43572391823
112800,48468.17695397344
112801,12203.274542524923
112802,181931.98794518659
112803,465317.40301877726
112804,32112.692957539555
112805,48153.942374699145
112806,17423.168096267935
112807,12699.130600681006
112808,306863.50730830635
112809,36235.76380548192
112810,190341.28544411738
112811,138250.32200788497
112812,87869.45798443133
112813,219671.2310683608
112814,47600.35657967541
112815,35960.38253451421
112816,28612.33438659157
112817,75514.7516092693
112818,59275.25585953057
112819,44269.36473242259
112820,346245.0558727198
112821,11739.556194448045
112822,13859.154244019652
112823,33574.40337088238
112824,30071.33572714512
112825,28016.794981869054
112826,77247.99559053716
112827,46042.91909981422
112828,74306.83967761649
112829,21066.411049176808
112830,72119.9223824596
112831,79098.10387314174
112832,68146.01694541278
112833,133047.86500082945
112834,40430.49037040371
112835,146777.55859475833
112836,45837.79726978574
112837,120391.54893148765
112838,459903.4153480861
112839,40867.3842237512
112840,120974.85641178033
112841,92164.44937725332
112842,222835.4814549532
112843,59519.513296209494
112844,26526.819025115095
112845,50462.509803646644
112846,317293.1504389892
112847,59218.554499486934
112848,212801.71627646455
112849,123370.08068238925
112850,183659.44921376766
112851,168407.77340001977
112852,18017.92374114899
112853,251963.8516181586
112854,46507.14552649083
112855,304609.22284253483
112856,40711.611970212
112857,22731.55625377579
112858,33228.79495264616
112859,128230.32586275726
112860,48977.31493734348
112861,194052.54214832568
112862,7595.411006786938
112863,76454.01816387672
112864,197397.40777869849
112865,3816.190207167052
112866,270698.7534643843
112867,13891.449316653785
112868,24424.264492703376
112869,99346.9623844742
112870,74998.76066361598
112871,136626.15316483882
112872,25825.944063998824
112873,168470.46394068323
112874,75962.96139788556
112875,76446.837779777
112876,215806.46876571048
112877,44779.63712080612
112878,286464.26727604965
112879,340607.61820194917
112880,51921.05712297657
112881,37869.74946334894
112882,413231.7625405211
112883,36499.4703511667
112884,22975.239481298613
112885,55852.46515347439
112886,78575.55445876435
112887,22644.291008011252
112888,115066.88779128039
112889,89441.42574825366
112890,173260.30058224316
112891,110885.05598822056
112892,74118.49578086243
112893,37788.128983617346
112894,289712.41727148223
112895,22181.353916150554
112896,4695.368315626358
112897,61178.084118798775
112898,158794.87953435027
112899,29476.110389420224
112900,49619.31534375733
112901,50490.87530313645
112902,26404.274875296676
112903,191895.04159942217
112904,244735.9160606367
112905,58351.333301226325
112906,49378.274466106224
112907,1046.051421165375
112908,735.6203098757971
112909,512438.29838743934
112910,101259.64290695207
112911,65023.92644061433
112912,10553.334330807384
112913,86911.4366917655
112914,12243.736361373627
112915,232102.49192395355
112916,286578.2174305624
112917,69904.85339246463
112918,100419.93829713727
112919,55379.413743337886
112920,41295.18408937146
112921,16738.99988602727
112922,171503.16434272233
112923,124200.25711032048
112924,77536.85170979695
112925,157314.68248021943
112926,3444.874461600597
112927,-2705.861569987123
112928,40884.03668212172
112929,80597.41247470802
112930,557370.3136960398
112931,59232.4812327168
112932,185040.32144859762
112933,4735.67809261115
112934,58180.77871520686
112935,75151.12980938792
112936,113137.03951769717
112937,406588.3970894134
112938,65845.65315993421
112939,8795.389227956424
112940,55858.78799878861
112941,400271.6753325648
112942,17587.979232075202
112943,300975.4495964025
112944,48468.11422842856
112945,133302.51602554327
112946,59188.11607511839
112947,32161.937814894045
112948,49263.74185784574
112949,51925.30834330081
112950,175565.1871748973
112951,47939.48376409764
112952,22853.47008046426
112953,35720.6960498708
112954,73267.57607441315
112955,24102.200546686057
112956,23966.579600986326
112957,16068.341892649012
112958,642835.0867552741
112959,46470.41198481376
112960,52146.56665867784
112961,317907.7084859838
112962,80628.48869334723
112963,86309.25861541812
112964,15000.213991468496
112965,41498.97105672819
112966,576605.0334388161
112967,32345.727544823756
112968,14427.895151427643
112969,67590.735993941
112970,17379.94563048372
112971,60402.20804600242
112972,183055.43120249096
112973,45783.80873404706
112974,52361.509529207055
112975,37079.57608360982
112976,31088.61449604312
112977,12435.733925930463
112978,94687.84778148448
112979,281280.9940418983
112980,601679.9498184467
112981,47340.14697478761
112982,40633.980561435186
112983,98682.20611605179
112984,6327.076061384771
112985,9545.855353552392
112986,28575.0608738794
112987,20084.325366230158
112988,33329.71382178065
112989,70240.9771285951
112990,56578.650950370225
112991,30001.088668330758
112992,4703.677591738071
112993,82604.67225625728
112994,-3201.19709806426
112995,175910.0577954534
112996,32502.10524036788
112997,386568.95027016074
112998,45707.755056911126
112999,58045.34526268335
113000,25519.03169983494
113001,31429.913821006543
113002,29897.19946037793
113003,85650.26814960391
113004,85526.79965728261
113005,19809.69538089668
113006,47120.815905319425
113007,20402.984638393344
113008,6000.22772263614
113009,16830.028579424496
113010,39802.590248801775
113011,39320.86486867429
113012,29530.591679302743
113013,42169.60410215049
113014,94948.88976375599
113015,154970.42163946445
113016,345498.35845281935
113017,79865.90580878974
113018,61620.641563747515
113019,170899.39933598603
113020,52394.220932686876
113021,41381.427267701394
113022,53913.55345735988
113023,61886.166323058664
113024,74011.7971681029
113025,13741.03952811011
113026,7522.293596265786
113027,41633.002127788066
113028,29032.351004018426
113029,125942.7613618245
113030,63287.53318393602
113031,64259.437670359126
113032,8825.333578547228
113033,111798.35871004983
113034,32837.42661077374
113035,41397.76116831229
113036,177906.46866564924
113037,99637.0632911816
113038,76510.18453066796
113039,77032.62388489078
113040,44799.27748110662
113041,16006.648082791118
113042,209004.27742493126
113043,31750.691752537623
113044,267863.47110473923
113045,929110.429808629
113046,48604.31774496323
113047,22955.97021274193
113048,27705.742013806306
113049,124500.08579015326
113050,108602.28816306351
113051,129244.61388171367
113052,5753.819379527694
113053,82348.60139173869
113054,55935.16332068981
113055,30260.317937172757
113056,74524.80548360186
113057,24069.819668604414
113058,25179.639458947153
113059,65898.59988426938
113060,68864.74782607265
113061,45115.392940370104
113062,67957.57157563769
113063,236616.57963836502
113064,107065.33734138055
113065,42938.14014456884
113066,22798.45769219509
113067,71850.26465197462
113068,85590.94792095723
113069,6077.74004766209
113070,97773.1998225904
113071,171139.24590307492
113072,28216.08275253833
113073,301703.3321744491
113074,142399.31329807892
113075,34066.429712741374
113076,105737.02371598384
113077,30103.821083942417
113078,40803.97569070921
113079,64040.6351498818
113080,52280.784718488285
113081,59250.78206656889
113082,29392.235754719895
113083,60861.97516584645
113084,66687.79951985487
113085,22535.75663176618
113086,197700.57844184435
113087,583858.997235298
113088,35908.6379596109
113089,202847.14205799642
113090,19147.38964903387
113091,54325.73705475936
113092,95883.09931513657
113093,49422.118493652764
113094,169025.01202680016
113095,179206.52496575576
113096,39452.2302453044
113097,45068.18756365089
113098,246211.1769493121
113099,-2378.997648373036
113100,47249.578867905024
113101,333546.47412934975
113102,289174.75303127675
113103,45912.072719717195
113104,22603.964301713848
113105,16556.46230769088
113106,128219.54177206762
113107,109438.94399798693
113108,149320.40461216005
113109,21901.93587420125
113110,72834.96424296207
113111,115971.45278053614
113112,83068.8274797169
113113,117017.63068123108
113114,24842.02514523127
113115,30217.038382066283
113116,70750.7467636202
113117,157873.54160551145
113118,3273.5159168215855
113119,202509.55865885344
113120,92585.45175859309
113121,51867.22013000633
113122,126383.4890867786
113123,452617.2106865646
113124,18689.068553111763
113125,126587.34516917431
113126,106389.2996579933
113127,74817.91254335825
113128,23612.01976965554
113129,180726.42309661754
113130,133580.8501076849
113131,59103.23929388441
113132,115038.54323481646
113133,87594.9353216411
113134,435467.54805711826
113135,85814.49436154189
113136,98343.32223155136
113137,18621.927239829776
113138,83072.5219599101
113139,107113.86792281011
113140,149812.54700945612
113141,77176.62996633525
113142,15331.838172808099
113143,49649.87216097823
113144,200702.5202485258
113145,68485.0020753995
113146,58816.05434381613
113147,15976.449597271965
113148,209386.29176120705
113149,52798.01561727243
113150,30889.42603109265
113151,37576.91057721233
113152,40652.09681969992
113153,185245.42065389486
113154,112138.48827023925
113155,49918.49251916881
113156,712619.7306001825
113157,193969.72879918467
113158,40546.12888891441
113159,219623.69653625417
113160,27317.894276385025
113161,165561.9842631297
113162,61087.93091967677
113163,28547.313829044924
113164,45504.546024183284
113165,263996.3000657583
113166,22815.974591938837
113167,127992.66838940613
113168,37454.680463108256
113169,46025.17970600983
113170,227769.55569740786
113171,58675.341017506085
113172,98530.38327073022
113173,23404.697487753212
113174,102909.19719703679
113175,61336.41565704066
113176,87603.49997659413
113177,93545.21942945631
113178,35205.74299574505
113179,4812.543463115602
113180,20103.06335824118
113181,49345.478588873746
113182,19411.420544999903
113183,24543.67548218149
113184,53558.51078803888
113185,82273.55863985162
113186,93029.19007849645
113187,150710.6387380235
113188,9472.006410290856
113189,155753.42034026628
113190,30526.76029536104
113191,21503.01759520544
113192,29719.5189704994
113193,98560.01028945584
113194,55724.92721414506
113195,217704.05888180182
113196,37809.05359714538
113197,813104.1617081768
113198,108313.7934239379
113199,48574.85237985316
113200,22540.16312207025
113201,39365.322369704605
113202,22508.270313668352
113203,23802.61057541729
113204,118236.83311304261
113205,690348.6618130775
113206,88116.56172199719
113207,31637.467478212002
113208,217920.1100617068
113209,112865.70124505492
113210,120759.10552995202
113211,28930.427803033188
113212,67897.82858616891
113213,70985.29864505617
113214,36594.04468162155
113215,78657.35778536944
113216,80748.33589665167
113217,19541.824582223275
113218,36102.36820086506
113219,6743.543886485659
113220,164996.80516890684
113221,5644.770327400903
113222,16473.17676360385
113223,124967.18553537663
113224,23511.138819517648
113225,76569.12045493654
113226,37984.9838576931
113227,66372.118177152
113228,47345.49798180746
113229,3811.0039288809926
113230,35045.43080708424
113231,30794.838207226254
113232,290528.7403173499
113233,45726.63953764493
113234,40866.958658077354
113235,201645.50051223984
113236,62593.19910754777
113237,212536.65746416737
113238,80998.83973607677
113239,29852.78610611232
113240,38657.84116968177
113241,129754.4078270018
113242,112245.56311481152
113243,77804.06745300583
113244,40726.716859288994
113245,90983.22550550036
113246,60380.55791744166
113247,63538.13838184638
113248,63989.72788810564
113249,67587.81700836787
113250,321396.0208799262
113251,69971.04760652786
113252,42029.8804231992
113253,-2600.094593668246
113254,73528.15832700003
113255,215074.5024154405
113256,30619.281805379167
113257,141352.30238202141
113258,36798.5179202509
113259,24387.552499823487
113260,66198.11518359574
113261,17596.663961611925
113262,70405.99874384588
113263,589371.22967976
113264,5872.464927498836
